Titulo,Empresa,Localizacion,Salario,Fecha_Publicacion,Valoracion_Empresa,Descripcion_Completa,Busqueda_Ciudad,Busqueda_Puesto
Únete a Century21 Lighthouse y descubre de qué eres capaz,Century 21 Lighthouse,España,50 mil € - 150 mil € (Proporcionado por la empresa),+ 30 d,"3,5","¿Te imaginas un trabajo donde cada día tu esfuerzo ayude a alguien a cumplir el sueño de su vida?

En Century21 Lighthouse no solo vendemos casas: acompañamos historias, construimos confianza y celebramos logros juntos.

Aquí no caminarás solo. Desde tu primer día tendrás mentores que creen en ti, formación que te impulsa y un equipo que se convierte en familia. Queremos que brilles con tu autenticidad, porque tu manera de conectar con las personas es lo que marca la diferencia.

Buscamos a alguien como tú: con ganas de crecer, de aprender y de dejar huella. No importa si acabas de graduarte o si ya tienes experiencia en ventas o atención al cliente: lo importante es tu actitud y tu pasión por ayudar.

✨ Aquí encontrarás:

Apoyo real, siempre.
Herramientas que facilitan tu día a día.
Un ambiente donde tus logros se celebran y tus ideas cuentan.

Da el paso hoy. Tu nueva carrera te está esperando en Century21 Lighthouse.

Inscríbete ahora y únete al equipo que está revolucionando el sector inmobiliario en Tenerife.

Tipo de puesto: Jornada completa, Autónomo

Sueldo: 50.000,00€-150.000,00€ al año

Beneficios:

Flexibilidad horaria
Formación en certificaciones profesionales
Programa de formación

Preguntas para la solicitud:

¿Vives actualmente en la isla de Tenerife?
El puesto requiere alta de Autónomo. ¿Supone un problema esta situación para ti?

Educación:

Bachillerato (Deseable)

Ubicación del trabajo: Empleo presencial",Santa Cruz de Tenerife,Todos
Camarero,Palmelita,España,No especificado,+ 30 d,"3,5","En Palmelita La Laguna queremos sumar camarer@s con experiencia a nuestros locale

s ¡y te estamos buscando! Si te encanta el café, los dulces y hacer que los clientes se sientan como en casa, ¡este es tu sitio! Envíanos tu CV a hola@palmelita.es y ven a formar parte de nuestra familia. ¡Te esperamos!

Salario convenio hosteleria + beneficios adicionales

Tipo de puesto: Jornada completa

Experiencia:

Hostelería: 2 años (Deseable)

Licencia/Certificación:

Carnet de Manipulación de alimentos (Obligatorio)

Ubicación del trabajo: Empleo presencial",Santa Cruz de Tenerife,Todos
Segundo/a Jefe/a de Mantenimiento,Hotel ubicado en Tenerife Sur,Santa Cruz,No especificado,22 días,"3,5","Cadena hotelera internacional selecciona Segundo/a Jefe/a de mantenimiento para uno de sus hoteles ubicado en Tenerife Sur. La persona seleccionada dará apoyo directo al Jefe de Mantenimiento en la gestión técnica, operativa y legal del departamento, garantizando el correcto funcionamiento, seguridad y conservación de todas las instalaciones del hotel;

Sus funciones serían:

Apoyo al Jefe/a de Mantenimiento en la gestión técnica del departamento y control presupuestario.
Organización y seguimiento del mantenimiento preventivo.
Priorización y coordinación de trabajos de mantenimiento correctivo.
Supervisión de la calidad de las reparaciones y correcto funcionamiento de las instalaciones.
Coordinación y supervisión del equipo técnico y personal de mantenimiento.
Control del cumplimiento de la normativa vigente en materia de PRL y planes de control de Legionela.
Supervisión del uso y mantenimiento de maquinaria, equipos e instalaciones del hotel

Requisitos mínimos

Certificado oficial de Control y Prevención de Legionela.
Formación en Prevención de Riesgos Laborales (PRL).
Amplios conocimientos técnicos en climatización, electricidad, fontanería y obra civil.
Manejo intermedio de Excel y Outlook.
Experiencia mínima de 2 años en puestos de mantenimiento en hoteles, complejos turísticos o empresas residenciales.
Experiencia demostrable en supervisión y coordinación de equipos de trabajo.

Requisitos deseados:

Experiencia previa en hoteles o grandes complejos turísticos.
Capacidad de organización, planificación y resolución de incidencias
Persona responsable, proactiva y orientada a la calidad.

Que ofrecemos:

Jornada completa
Turnos rotativos según necesidades operativas
Incorporación a un equipo profesional consolidado y buen ambiente de trabajo
Oportunidades de aprendizaje y desarrollo
Descuentos exclusivos de empleados/as en estancias vacacionales de nuestra compañía.

Tipo de puesto: Jornada completa

Experiencia:

Jefe de mantenimiento: 2 años (Obligatorio)

Licencia/Certificación:

Carnet de Legionella (Obligatorio)

Ubicación del trabajo: Empleo presencial",Santa Cruz de Tenerife,Todos
Chef colaborador/a (autónomo) – Talleres de cocina,Departamento de Recursos Humanos,España,"50,00 € - 60,00 € Por hora (Proporcionado por la empresa)",21 días,"3,5","Chef colaborador/a (autónomo) – Talleres de cocina

En Aromas | Talleres de cocina y experiencias gastronómicas, buscamos chefs colaboradores en régimen de autónomo para la impartición de talleres de cocina experienciales en nuestro espacio ubicado en La Laguna (Tenerife).

La colaboración es por sesiones, no se trata de un puesto de cocina tradicional ni de una relación laboral continuada.

Funciones

Impartición de talleres de cocina participativos para grupos de hasta 20 personas.
Conducción de la sesión de forma clara, dinámica y organizada.
Atención al grupo y correcta gestión del ritmo del taller.
Asegurar el correcto desarrollo de la experiencia conforme al formato definido.

Perfil

Chef con experiencia en cocina y trato directo con público.
Buen nivel de comunicación y comodidad hablando en público.
Perfil organizado, resolutivo y profesional.
Actitud positiva y orientación a la experiencia del cliente.

Condiciones

Colaboración como profesional autónomo.
Talleres de 2,5 horas de duración.
Remuneración: 150 € por taller (equivalente a rango horario indicado en la plataforma).
Actividad por sesiones, según calendario y disponibilidad.
Sin exclusividad.

Si te interesa colaborar en un proyecto gastronómico experiencial, envíanos tu perfil o CV a través de esta plataforma o bien a l.turmo@aromas-tenerife.com

Tipo de puesto: Autónomo
Duración del contrato: 120 meses

Sueldo: 50,00€-60,00€ la hora

Horas previstas: entre 7.5 y 15 a la semana

Beneficios:

Flexibilidad horaria

Preguntas para la solicitud:

¿Eres profesional autónomo/a en activo y puedes emitir factura por sesión?
¿Estás dispuesto/a a colaborar por sesiones puntuales (2,5 h), sin exclusividad y según calendario?
En una escala del 0 al 10, ¿qué nivel de comodidad tienes hablando en público y dinamizando grupos?

Ubicación del trabajo: Empleo presencial",Santa Cruz de Tenerife,Todos
Dependienta dulcería,Divina Berlina,Santa Cruz,No especificado,16 días,"3,5","Seleccionamos dependienta de tienda a media jornada para trabajar próximamente en una de nuestras tiendas

Valoramos muchísimo que sea extrovertida, disfrute del trato con el cliente, que sea buena compañera

Tipo de puesto: Media jornada, Contrato indefinido

Ubicación del trabajo: Empleo presencial",Santa Cruz de Tenerife,Todos
Administrativo/a de logística,Domestiko,Santa Cruz,No especificado,+ 30 d,"3,5","Para una empresa destacada en el sector logístico, ubicada en Santa Cruz de Tenerife, se busca un/a Administrativo/a de Logística. El perfil ideal es una persona organizada y resolutiva, con experiencia previa en logística, que desee unirse a un proyecto a largo plazo en una compañía sólida y de gran reputación.

Las responsabilidades principales incluirán el control de contenedores, la gestión de solicitudes de servicio y su seguimiento, la coordinación de rutas de transporte tanto propias como externas, y la resolución de incidencias diarias. También se encargará del registro y la gestión de toda la documentación generada en la actividad, incluyendo la relativa a Coordinación de Actividades Empresariales y Prevención de Riesgos Laborales.

Se ofrece un contrato indefinido con incorporación a una empresa líder, reconocida por su buen ambiente laboral y el apoyo a sus empleados. El horario es de lunes a jueves de 08:00 a 16:30 y los viernes de 08:00 a 14:00, favoreciendo la conciliación. El salario bruto anual se sitúa entre 21.000 € y 23.000 €, dependiendo de la experiencia. Se brindan oportunidades de desarrollo profesional y un ambiente de trabajo colaborativo.

Motivación y ganas de trabajar.",Santa Cruz de Tenerife,Todos
Limpieza y monitor comedor escolar,Domestiko,Santa Cruz,No especificado,13 días,"3,5","Se busca profesional para cubrir puestos de apoyo en centro educativo en Santa Cruz de Tenerife. Las tareas incluyen la vigilancia y atención durante la permanencia matinal, así como funciones de monitor/a escolar, interactuando con los niños y niñas.

También se requiere personal para tareas de limpieza general de las instalaciones. Es fundamental contar con disponibilidad inmediata y demostrar responsabilidad, además de un trato cercano y positivo con los menores en el rol de monitor/a.

La experiencia previa se valora, aunque no es un requisito indispensable. Se valorará la capacidad para trabajar en equipo y una buena organización del tiempo. Se ofrece incorporación inmediata para una jornada parcial, adaptada a las necesidades del centro, en un entorno de trabajo agradable. El contrato es de carácter temporal.",Santa Cruz de Tenerife,Todos
Ayudante de dependiente/a 20h,El Ganso,Santa Cruz,No especificado,10 días,"3,5","¿Te gusta el mundo de la moda, divertirte en tu trabajo y sobre todo, hacer EL GANSO? … ¡Eres lo que estamos buscando!
Si quieres unirte a una firma internacional con un equipo dinámico, tienes aspiraciones de crecer dentro de nuestra familia y cumples estas características:
Habilidades para la atención personalizada y asesoramiento al cliente.
Gestión en el buen funcionamiento de la tienda
Gestión del producto (recepción de mercancía, inventario…)
Garantizar la imagen estándar de tienda en base a las pautas marcadas por la compañía
Sacar el máximo provecho de las técnicas de venta para conseguir los objetivos
Trabajo orientado a los distintos indicadores de gestión (UPT, Ratio de conversión y Ticket medio)
Fidelización del cliente",Santa Cruz de Tenerife,Todos
Dependienta/Cajera,Parfois,Santa Cruz,No especificado,18 días,"3,5","Atención al cliente, reposición de productos, cobro en caja, organización de tienda, control de stock y apoyo en ventas.

Tipo de puesto: Jornada completa

Sueldo: 70,00€ al día

Beneficios:

Flexibilidad horaria
Formación en certificaciones profesionales
Seguro médico privado

Ubicación del trabajo: Empleo presencial",Santa Cruz de Tenerife,Todos
Mozo/a de almacén,Domestiko,Santa Cruz,No especificado,+ 30 d,"3,5","Persona dinámica con experiencia en logística y distribución, preferiblemente en el sector farmacéutico, que sepa manejar el almacén con PDA. Buscamos a alguien que pueda ubicar correctamente la mercancía.

Se requiere una persona motivada y con buena actitud para trabajar en un almacén del sector farmacéutico en Tenerife, cerca de Santa Cruz. Es una ventaja si resides en la zona o sus alrededores.

Las tareas incluyen organizar y almacenar productos, preparar pedidos con precisión y colaborar con el equipo para mantener un ambiente de trabajo productivo. Se valorará carnet de carretillero vigente, habilidades organizativas y flexibilidad.",Santa Cruz de Tenerife,Todos
